order_id,customer_id,amount,currency,order_date,status
ORD_1058,CUST_0047,41853.00,INR,2026-02-27,PAID
ORD_1059,CUST_0056,11743.00,INR,2026-02-16,PAID
ORD_1060,CUST_0060,28745.00,INR,2026-02-22,PAID
ORD_1061,CUST_0032,5879.00,INR,2026-01-18,PAID
ORD_1062,CUST_0097,30655.00,INR,2026-02-06,PAID
ORD_1063,CUST_0004,32594.00,INR,2026-02-24,PAID
ORD_1064,CUST_0063,14101.00,INR,2026-01-23,PAID
ORD_1065,CUST_0036,39269.00,INR,2026-02-14,PAID
ORD_1066,CUST_0067,12721.00,INR,2026-01-06,PAID
ORD_1067,CUST_0063,36584.00,INR,2026-02-18,PAID
ORD_1068,CUST_0089,31401.00,INR,2026-02-11,PAID
ORD_1069,CUST_0003,6298.00,INR,2026-01-19,PAID
ORD_1070,CUST_0089,16145.00,INR,2026-01-20,PAID
ORD_1071,CUST_0061,36472.00,INR,2026-02-03,PAID
ORD_1072,CUST_0096,36270.00,INR,2026-01-22,PAID
ORD_1073,CUST_0090,29936.00,INR,2026-01-18,PAID
ORD_1074,CUST_0033,15308.00,INR,2026-01-08,PAID
ORD_1075,CUST_0041,8035.00,INR,2026-02-17,PAID
ORD_1076,CUST_0028,48605.00,INR,2026-01-31,PAID
ORD_1077,CUST_0013,12921.00,INR,2026-01-19,PAID
ORD_1078,CUST_0023,20009.00,INR,2026-01-01,PAID
ORD_1079,CUST_0036,3182.00,INR,2026-01-04,PAID
ORD_1080,CUST_0082,49534.00,INR,2026-02-01,PAID
ORD_1081,CUST_0074,18834.00,INR,2026-01-31,PAID
ORD_1082,CUST_0044,12282.00,INR,2026-01-04,PAID
ORD_1083,CUST_0015,4482.00,INR,2026-01-26,PAID
ORD_1084,CUST_0074,41451.00,INR,2026-02-13,PAID
ORD_1085,CUST_0020,37086.00,INR,2026-03-02,PAID
ORD_1086,CUST_0032,7962.00,INR,2026-02-05,PAID
ORD_1087,CUST_0100,34447.00,INR,2026-01-25,PAID
ORD_1088,CUST_0057,19687.00,INR,2026-02-25,PAID
ORD_1089,CUST_0073,40899.00,INR,2026-01-04,PAID
ORD_1090,CUST_0081,14029.00,INR,2026-01-17,PAID
ORD_1091,CUST_0031,11591.00,INR,2026-02-05,PAID
ORD_1092,CUST_0001,26972.00,INR,2026-01-29,PAID
ORD_1093,CUST_0005,15370.00,INR,2026-01-19,PAID
ORD_1094,CUST_0010,45248.00,INR,2026-01-15,PAID
ORD_1095,CUST_0085,13164.00,INR,2026-01-28,PAID
ORD_1096,CUST_0083,9964.00,INR,2026-02-28,PAID
ORD_1097,CUST_0010,4108.00,INR,2026-01-11,PAID
ORD_1098,CUST_0057,8349.00,INR,2026-01-30,PAID
ORD_1099,CUST_0035,32998.00,INR,2026-02-04,PAID
ORD_1100,CUST_0011,39392.00,INR,2026-01-03,PAID
ORD_1101,CUST_0078,16608.00,INR,2026-01-02,PAID
ORD_1102,CUST_0087,37896.00,INR,2026-02-07,PAID
ORD_1103,CUST_0074,2836.00,INR,2026-02-18,PAID
ORD_1104,CUST_0067,42897.00,INR,2026-01-29,PAID
ORD_1105,CUST_0075,28766.00,INR,2026-02-10,PAID
ORD_1106,CUST_0061,23003.00,INR,2026-01-27,PAID
ORD_1107,CUST_0042,44117.00,INR,2026-01-07,PAID
ORD_1108,CUST_0053,45660.00,INR,2026-02-01,PAID
ORD_1109,CUST_0098,36251.00,INR,2026-01-03,PAID
ORD_1110,CUST_0041,16741.00,INR,2026-01-21,PAID
ORD_1111,CUST_0099,26688.00,INR,2026-02-25,PAID
ORD_1112,CUST_0053,3752.00,INR,2026-01-13,PAID
ORD_1113,CUST_0081,29169.00,INR,2026-02-18,PAID
ORD_1114,CUST_0035,36193.00,INR,2026-01-09,PAID
ORD_1115,CUST_0090,31966.00,INR,2026-01-08,PAID
ORD_1116,CUST_0081,40103.00,INR,2026-02-21,PAID
ORD_1117,CUST_0091,10579.00,INR,2026-01-20,PAID
ORD_1118,CUST_0012,14925.00,INR,2026-02-23,PAID
ORD_1119,CUST_0016,42648.00,INR,2026-02-23,PAID
ORD_1120,CUST_0092,19327.00,INR,2026-02-02,PAID
ORD_1121,CUST_0062,31147.00,INR,2026-01-16,PAID
ORD_1122,CUST_0050,12691.00,INR,2026-02-28,PAID
ORD_1123,CUST_0036,27393.00,INR,2026-01-22,PAID
ORD_1124,CUST_0001,18736.00,INR,2026-02-16,PAID
ORD_1125,CUST_0075,43449.00,INR,2026-02-01,PAID
ORD_1126,CUST_0069,31941.00,INR,2026-01-23,PAID
ORD_1127,CUST_0059,21288.00,INR,2026-02-25,PAID
ORD_1128,CUST_0090,15850.00,INR,2026-02-06,PAID
ORD_1129,CUST_0100,27120.00,INR,2026-01-03,PAID
ORD_1130,CUST_0091,25184.00,INR,2026-01-25,PAID
ORD_1131,CUST_0064,2626.00,INR,2026-01-09,PAID
ORD_1132,CUST_0013,29055.00,INR,2026-01-07,PAID
ORD_1133,CUST_0093,9647.00,INR,2026-01-27,PAID
ORD_1134,CUST_0061,17568.00,INR,2026-01-22,PAID
ORD_1135,CUST_0084,5463.00,INR,2026-02-24,PAID
ORD_1136,CUST_0049,20952.00,INR,2026-02-10,PAID
ORD_1137,CUST_0080,4684.00,INR,2026-01-16,PAID
ORD_1138,CUST_0096,6123.00,INR,2026-01-28,PAID
ORD_1139,CUST_0098,41733.00,INR,2026-02-15,PAID
ORD_1140,CUST_0022,45682.00,INR,2026-01-20,PAID
ORD_1141,CUST_0006,21458.00,INR,2026-02-20,PAID
ORD_1142,CUST_0046,24765.00,INR,2026-01-28,PAID
ORD_1143,CUST_0068,27204.00,INR,2026-02-06,PAID
ORD_1144,CUST_0023,5375.00,INR,2026-02-09,PAID
ORD_1145,CUST_0064,38417.00,INR,2026-01-10,PAID
ORD_1146,CUST_0082,16844.00,INR,2026-01-30,PAID
ORD_1147,CUST_0060,19050.00,INR,2026-02-13,PAID
ORD_1148,CUST_0057,22846.00,INR,2026-02-07,PAID
ORD_1149,CUST_0082,28007.00,INR,2026-02-14,PAID
ORD_1150,CUST_0039,13255.00,INR,2026-01-25,PAID
ORD_1151,CUST_0014,15745.00,INR,2026-01-25,PAID
ORD_1152,CUST_0038,46027.00,INR,2026-01-19,PAID
ORD_1153,CUST_0036,730.00,INR,2026-02-06,PAID
ORD_1154,CUST_0037,15281.00,INR,2026-02-08,PAID
ORD_1155,CUST_0029,41921.00,INR,2026-01-13,PAID
ORD_1156,CUST_0087,49717.00,INR,2026-02-16,PAID
ORD_1157,CUST_0081,6567.00,INR,2026-02-27,PAID
ORD_1158,CUST_0040,29089.00,INR,2026-01-03,PAID
ORD_1159,CUST_0012,19540.00,INR,2026-01-21,PAID
ORD_1160,CUST_0026,8861.00,INR,2026-02-20,PAID
ORD_1161,CUST_0022,17040.00,INR,2026-02-28,PAID
ORD_1162,CUST_0096,22398.00,INR,2026-02-21,PAID
ORD_1163,CUST_0010,9424.00,INR,2026-02-18,PAID
ORD_1164,CUST_0087,47662.00,INR,2026-02-13,PAID
ORD_1165,CUST_0072,24171.00,INR,2026-01-06,PAID
ORD_1166,CUST_0002,17531.00,INR,2026-02-04,PAID
ORD_1167,CUST_0059,24355.00,INR,2026-02-13,PAID
ORD_1168,CUST_0082,24544.00,INR,2026-01-07,PAID
ORD_1169,CUST_0004,40802.00,INR,2026-02-26,PAID
ORD_1170,CUST_0083,4342.00,INR,2026-02-10,PAID
ORD_1171,CUST_0084,26958.00,INR,2026-01-08,PAID
ORD_1172,CUST_0005,20146.00,INR,2026-02-01,PAID
ORD_1173,CUST_0031,35428.00,INR,2026-01-09,PAID
ORD_1174,CUST_0048,44140.00,INR,2026-03-02,PAID
ORD_1175,CUST_0054,43120.00,INR,2026-01-07,PAID
ORD_1176,CUST_0036,2344.00,INR,2026-02-14,PAID
ORD_1177,CUST_0057,29343.00,INR,2026-03-02,PAID
ORD_1178,CUST_0047,6711.00,INR,2026-02-13,PAID
ORD_1179,CUST_0008,26292.00,INR,2026-01-18,PAID
ORD_1180,CUST_0059,6207.00,INR,2026-02-12,PAID
ORD_1181,CUST_0083,42109.00,INR,2026-02-08,PAID
ORD_1182,CUST_0043,16162.00,INR,2026-01-09,PAID
ORD_1183,CUST_0098,36520.00,INR,2026-01-14,PAID
ORD_1184,CUST_0043,9870.00,INR,2026-02-20,PAID
ORD_1185,CUST_0036,9682.00,INR,2026-01-09,PAID
ORD_1186,CUST_0015,43523.00,INR,2026-02-25,PAID
ORD_1187,CUST_0002,23677.00,INR,2026-02-20,PAID
ORD_1188,CUST_0003,11619.00,INR,2026-01-17,PAID
ORD_1189,CUST_0017,48809.00,INR,2026-01-27,PAID
ORD_1190,CUST_0061,29578.00,INR,2026-02-19,PAID
ORD_1191,CUST_0058,33219.00,INR,2026-01-15,PAID
ORD_1192,CUST_0094,43381.00,INR,2026-02-03,PAID
ORD_1193,CUST_0059,42361.00,INR,2026-01-02,PAID
ORD_1194,CUST_0062,26520.00,INR,2026-01-28,PAID
ORD_1195,CUST_0063,46887.00,INR,2026-02-28,PAID
ORD_1196,CUST_0011,21309.00,INR,2026-02-08,PAID
ORD_1197,CUST_0017,18223.00,INR,2026-02-09,PAID
ORD_1198,CUST_0077,34970.00,INR,2026-01-19,PAID
ORD_1199,CUST_0013,46191.00,INR,2026-01-08,PAID
ORD_1200,CUST_0058,15174.00,INR,2026-01-27,PAID
ORD_1201,CUST_0052,27462.00,INR,2026-02-16,PAID
ORD_1202,CUST_0055,20681.00,INR,2026-02-12,PAID
ORD_1203,CUST_0020,45211.00,INR,2026-03-01,PAID
ORD_1204,CUST_0012,5794.00,INR,2026-01-06,PAID
ORD_1205,CUST_0013,48997.00,INR,2026-02-17,PAID
ORD_1206,CUST_0072,4130.00,INR,2026-02-07,PAID
ORD_1207,CUST_0086,8210.00,INR,2026-01-27,PAID
ORD_1208,CUST_0093,3571.00,INR,2026-01-19,PAID
ORD_1209,CUST_0014,38074.00,INR,2026-02-02,PAID
ORD_1210,CUST_0085,31800.00,INR,2026-01-15,PAID
ORD_1211,CUST_0072,24288.00,INR,2026-01-08,PAID
ORD_1212,CUST_0055,36963.00,INR,2026-02-19,PAID
ORD_1213,CUST_0004,12023.00,INR,2026-01-18,PAID
ORD_1214,CUST_0045,600.00,INR,2026-01-12,PAID
ORD_1215,CUST_0073,43279.00,INR,2026-01-26,PAID
ORD_1216,CUST_0019,48760.00,INR,2026-02-10,PAID
ORD_1217,CUST_0096,34965.00,INR,2026-01-14,PAID
ORD_1218,CUST_0059,22540.00,INR,2026-01-11,PAID
ORD_1219,CUST_0093,21458.00,INR,2026-02-19,PAID
ORD_1220,CUST_0020,10516.00,INR,2026-02-18,PAID
ORD_1221,CUST_0035,29239.00,INR,2026-02-12,PAID
ORD_1222,CUST_0078,29169.00,INR,2026-01-27,PAID
ORD_1223,CUST_0028,49675.00,INR,2026-02-02,PAID
ORD_1224,CUST_0056,7467.00,INR,2026-01-19,PAID
ORD_1225,CUST_0006,14651.00,INR,2026-01-26,PAID
ORD_1226,CUST_0027,19953.00,INR,2026-03-02,PAID
ORD_1227,CUST_0099,9193.00,INR,2026-02-18,PAID
ORD_1228,CUST_0042,8063.00,INR,2026-01-01,PAID
ORD_1229,CUST_0096,28423.00,INR,2026-01-12,PAID
ORD_1230,CUST_0069,46315.00,INR,2026-01-15,PAID
ORD_1231,CUST_0010,26222.00,INR,2026-02-25,PAID
ORD_1232,CUST_0056,1428.00,INR,2026-01-30,PAID
ORD_1233,CUST_0074,28333.00,INR,2026-02-06,PAID
ORD_1234,CUST_0038,7748.00,INR,2026-01-26,PAID
ORD_1235,CUST_0022,40709.00,INR,2026-01-30,PAID
ORD_1236,CUST_0056,7137.00,INR,2026-01-16,PAID
ORD_1237,CUST_0068,5354.00,INR,2026-01-26,PAID
ORD_1238,CUST_0029,22027.00,INR,2026-02-19,PAID
ORD_1239,CUST_0010,33655.00,INR,2026-02-10,PAID
ORD_1240,CUST_0100,23096.00,INR,2026-01-23,PAID
ORD_1241,CUST_0014,9797.00,INR,2026-01-17,PAID
ORD_1242,CUST_0078,10218.00,INR,2026-02-18,PAID
ORD_1243,CUST_0099,41353.00,INR,2026-02-01,PAID
ORD_1244,CUST_0088,37194.00,INR,2026-02-11,PAID
ORD_1245,CUST_0020,29020.00,INR,2026-01-05,PAID
ORD_1246,CUST_0081,20045.00,INR,2026-02-20,PAID
ORD_1247,CUST_0008,23264.00,INR,2026-02-02,PAID
ORD_1248,CUST_0060,29816.00,INR,2026-01-03,PAID
ORD_1249,CUST_0048,19013.00,INR,2026-01-05,PAID
ORD_1250,CUST_0060,38232.00,INR,2026-02-05,PAID
ORD_1251,CUST_0074,42918.00,INR,2026-01-13,PAID
ORD_1252,CUST_0061,33057.00,INR,2026-01-10,PAID
ORD_1253,CUST_0014,22707.00,INR,2026-02-15,PAID
ORD_1254,CUST_0065,42544.00,INR,2026-01-12,PAID
ORD_1255,CUST_0032,46574.00,INR,2026-01-29,PAID
ORD_1256,CUST_0068,34458.00,INR,2026-02-09,PAID
ORD_1257,CUST_0048,18739.00,INR,2026-01-25,PAID
ORD_1258,CUST_0100,22375.00,INR,2026-02-13,PAID
ORD_1259,CUST_0009,21806.00,INR,2026-01-07,PAID
ORD_1260,CUST_0033,47630.00,INR,2026-02-24,PAID
ORD_1261,CUST_0011,38390.00,INR,2026-02-12,PAID
ORD_1262,CUST_0040,43195.00,INR,2026-02-14,PAID
ORD_1263,CUST_0077,46654.00,INR,2026-03-02,PAID
ORD_1264,CUST_0072,24886.00,INR,2026-02-11,PAID
ORD_1265,CUST_0086,46260.00,INR,2026-02-23,PAID
ORD_1266,CUST_0066,23912.00,INR,2026-01-02,PAID
ORD_1267,CUST_0024,14237.00,INR,2026-01-22,PAID
ORD_1268,CUST_0025,15046.00,INR,2026-01-09,PAID
ORD_1269,CUST_0038,6828.00,INR,2026-02-02,PAID
ORD_1270,CUST_0099,40703.00,INR,2026-01-09,PAID
ORD_1271,CUST_0021,12051.00,INR,2026-02-23,PAID
ORD_1272,CUST_0006,27126.00,INR,2026-01-24,PAID
ORD_1273,CUST_0057,40215.00,INR,2026-01-19,PAID
ORD_1274,CUST_0069,15874.00,INR,2026-01-20,PAID
ORD_1275,CUST_0048,44653.00,INR,2026-03-02,PAID
ORD_1276,CUST_0099,18666.00,INR,2026-02-19,PAID
ORD_1277,CUST_0068,27637.00,INR,2026-01-11,PAID
ORD_1278,CUST_0018,16584.00,INR,2026-01-04,PAID
ORD_1279,CUST_0071,6923.00,INR,2026-02-15,PAID
ORD_1280,CUST_0037,5696.00,INR,2026-02-18,PAID
ORD_1281,CUST_0058,33843.00,INR,2026-01-10,PAID
ORD_1282,CUST_0029,29765.00,INR,2026-02-26,PAID
ORD_1283,CUST_0054,3690.00,INR,2026-01-26,PAID
ORD_1284,CUST_0031,25507.00,INR,2026-01-06,PAID
ORD_1285,CUST_0004,21085.00,INR,2026-03-01,PAID
ORD_1286,CUST_0092,42795.00,INR,2026-01-22,PAID
ORD_1287,CUST_0018,2710.00,INR,2026-01-19,PAID
ORD_1288,CUST_0098,46438.00,INR,2026-01-31,PAID
ORD_1289,CUST_0011,1445.00,INR,2026-01-17,PAID
ORD_1290,CUST_0020,36166.00,INR,2026-03-02,PAID
ORD_1291,CUST_0100,19081.00,INR,2026-01-16,PAID
ORD_1292,CUST_0007,15826.00,INR,2026-01-27,PAID
ORD_1293,CUST_0015,32956.00,INR,2026-02-08,PAID
ORD_1294,CUST_0074,16055.00,INR,2026-02-15,PAID
ORD_1295,CUST_0055,302.00,INR,2026-02-09,PAID
ORD_1296,CUST_0074,27500.00,INR,2026-01-12,PAID
ORD_1297,CUST_0009,34675.00,INR,2026-02-04,PAID
ORD_1298,CUST_0061,3053.00,INR,2026-02-10,PAID
ORD_1299,CUST_0033,49176.00,INR,2026-01-02,PAID
ORD_1300,CUST_0045,16002.00,INR,2026-02-16,PAID
ORD_1301,CUST_0018,3105.00,INR,2026-01-23,PAID
ORD_1302,CUST_0100,45071.00,INR,2026-01-30,PAID
ORD_1303,CUST_0018,4335.00,INR,2026-02-15,PAID
ORD_1304,CUST_0038,13411.00,INR,2026-01-03,PAID
ORD_1305,CUST_0006,20882.00,INR,2026-03-01,PAID
ORD_1306,CUST_0070,31224.00,INR,2026-01-17,PAID
ORD_1307,CUST_0037,23594.00,INR,2026-02-25,PAID
ORD_1308,CUST_0035,8357.00,INR,2026-02-21,PAID
ORD_1309,CUST_0056,26415.00,INR,2026-02-17,PAID
ORD_1310,CUST_0044,12443.00,INR,2026-02-01,PAID
ORD_1311,CUST_0067,17679.00,INR,2026-02-21,PAID
ORD_1312,CUST_0094,28020.00,INR,2026-01-06,PAID
ORD_1313,CUST_0070,19452.00,INR,2026-01-21,PAID
ORD_1314,CUST_0042,43514.00,INR,2026-01-19,PAID
ORD_1315,CUST_0058,39693.00,INR,2026-02-15,PAID
ORD_1316,CUST_0022,45404.00,INR,2026-01-29,PAID
ORD_1317,CUST_0006,47832.00,INR,2026-02-25,PAID
ORD_1318,CUST_0079,28704.00,INR,2026-01-18,PAID
ORD_1319,CUST_0086,41980.00,INR,2026-01-26,PAID
ORD_1320,CUST_0004,9557.00,INR,2026-02-24,PAID
ORD_1321,CUST_0017,4606.00,INR,2026-01-16,PAID
ORD_1322,CUST_0050,37374.00,INR,2026-01-03,PAID
ORD_1323,CUST_0048,24580.00,INR,2026-01-29,PAID
ORD_1324,CUST_0068,24248.00,INR,2026-01-26,PAID
ORD_1325,CUST_0032,7634.00,INR,2026-01-02,PAID
ORD_1326,CUST_0064,34130.00,INR,2026-01-25,PAID
ORD_1327,CUST_0100,17258.00,INR,2026-02-15,PAID
ORD_1328,CUST_0079,18915.00,INR,2026-02-14,PAID
ORD_1329,CUST_0016,9095.00,INR,2026-02-24,PAID
ORD_1330,CUST_0058,11515.00,INR,2026-02-27,PAID
ORD_1331,CUST_0012,44890.00,INR,2026-02-24,PAID
ORD_1332,CUST_0086,22968.00,INR,2026-02-15,PAID
ORD_1333,CUST_0039,10522.00,INR,2026-02-15,PAID
ORD_1334,CUST_0066,14895.00,INR,2026-01-08,PAID
ORD_1335,CUST_0031,32576.00,INR,2026-01-02,PAID
ORD_1336,CUST_0060,36352.00,INR,2026-01-09,PAID
ORD_1337,CUST_0009,20469.00,INR,2026-01-26,PAID
ORD_1338,CUST_0099,27032.00,INR,2026-02-22,PAID
ORD_1339,CUST_0041,42296.00,INR,2026-01-05,PAID
ORD_1340,CUST_0088,34105.00,INR,2026-01-23,PAID
ORD_1341,CUST_0099,8656.00,INR,2026-01-28,PAID
ORD_1342,CUST_0067,10228.00,INR,2026-01-20,PAID
ORD_1343,CUST_0042,46686.00,INR,2026-01-15,PAID
ORD_1344,CUST_0011,16623.00,INR,2026-01-13,PAID
ORD_1345,CUST_0017,41161.00,INR,2026-01-20,PAID
ORD_1346,CUST_0065,42207.00,INR,2026-01-11,PAID
ORD_1347,CUST_0022,43370.00,INR,2026-02-09,PAID
ORD_1348,CUST_0004,5523.00,INR,2026-01-03,PAID
ORD_1349,CUST_0099,37695.00,INR,2026-01-27,PAID
ORD_1350,CUST_0081,35954.00,INR,2026-01-19,PAID
ORD_1351,CUST_0032,45091.00,INR,2026-01-26,PAID
ORD_1352,CUST_0010,45328.00,INR,2026-01-04,PAID
ORD_1353,CUST_0054,31935.00,INR,2026-01-30,PAID
ORD_1354,CUST_0078,9615.00,INR,2026-01-21,PAID
ORD_1355,CUST_0052,8769.00,INR,2026-02-18,PAID
ORD_1356,CUST_0041,16042.00,INR,2026-01-30,PAID
ORD_1357,CUST_0058,16447.00,INR,2026-01-10,PAID
ORD_1358,CUST_0038,25375.00,INR,2026-02-25,PAID
ORD_1359,CUST_0032,10666.00,INR,2026-02-22,PAID
ORD_1360,CUST_0093,20694.00,INR,2026-01-13,PAID
ORD_1361,CUST_0064,33933.00,INR,2026-01-30,PAID
ORD_1362,CUST_0064,1718.00,INR,2026-01-06,PAID
ORD_1363,CUST_0065,30165.00,INR,2026-01-16,PAID
ORD_1364,CUST_0075,23327.00,INR,2026-01-04,PAID
ORD_1365,CUST_0064,39358.00,INR,2026-02-26,PAID
ORD_1366,CUST_0037,35372.00,INR,2026-01-01,PAID
ORD_1367,CUST_0018,17532.00,INR,2026-02-16,PAID
ORD_1368,CUST_0047,3165.00,INR,2026-01-26,PAID
ORD_1369,CUST_0072,12956.00,INR,2026-01-24,PAID
ORD_1370,CUST_0010,25519.00,INR,2026-02-02,PAID
ORD_1371,CUST_0036,41044.00,INR,2026-02-13,PAID
ORD_1372,CUST_0013,26014.00,INR,2026-01-24,PAID
ORD_1373,CUST_0072,24160.00,INR,2026-02-18,PAID
ORD_1374,CUST_0078,33565.00,INR,2026-01-26,PAID
ORD_1375,CUST_0005,9180.00,INR,2026-02-15,PAID
ORD_1376,CUST_0067,30149.00,INR,2026-01-10,PAID
ORD_1377,CUST_0042,40378.00,INR,2026-01-21,PAID
ORD_1378,CUST_0079,48652.00,INR,2026-02-23,PAID
ORD_1379,CUST_0065,33604.00,INR,2026-02-04,PAID
ORD_1380,CUST_0061,1290.00,INR,2026-01-24,PAID
ORD_1381,CUST_0054,38453.00,INR,2026-01-20,PAID
ORD_1382,CUST_0034,43164.00,INR,2026-02-20,PAID
ORD_1383,CUST_0093,3565.00,INR,2026-02-07,PAID
ORD_1384,CUST_0068,41423.00,INR,2026-02-16,PAID
ORD_1385,CUST_0088,16072.00,INR,2026-01-03,PAID
ORD_1386,CUST_0003,29103.00,INR,2026-01-21,PAID
ORD_1387,CUST_0053,45452.00,INR,2026-01-14,PAID
ORD_1388,CUST_0065,40273.00,INR,2026-02-28,PAID
ORD_1389,CUST_0095,47871.00,INR,2026-01-04,PAID
ORD_1390,CUST_0072,21502.00,INR,2026-02-12,PAID
ORD_1391,CUST_0068,24895.00,INR,2026-01-21,PAID
ORD_1392,CUST_0069,22634.00,INR,2026-02-04,PAID
ORD_1393,CUST_0087,47446.00,INR,2026-02-13,PAID
ORD_1394,CUST_0062,12800.00,INR,2026-01-16,PAID
ORD_1395,CUST_0029,19704.00,INR,2026-02-19,PAID
ORD_1396,CUST_0091,13784.00,INR,2026-02-14,PAID
ORD_1397,CUST_0062,23059.00,INR,2026-02-05,PAID
ORD_1398,CUST_0016,37783.00,INR,2026-02-13,PAID
ORD_1399,CUST_0045,9799.00,INR,2026-01-19,PAID
ORD_1400,CUST_0092,5379.00,INR,2026-01-23,PAID
ORD_1401,CUST_0084,17006.00,INR,2026-02-17,PAID
ORD_1402,CUST_0026,35496.00,INR,2026-01-18,PAID
ORD_1403,CUST_0018,7358.00,INR,2026-02-09,PAID
ORD_1404,CUST_0032,3526.00,INR,2026-02-12,PAID
ORD_1405,CUST_0082,15459.00,INR,2026-01-04,PAID
ORD_1406,CUST_0043,47212.00,INR,2026-01-31,PAID
ORD_1407,CUST_0088,9209.00,INR,2026-01-01,PAID
ORD_1408,CUST_0084,31375.00,INR,2026-01-31,PAID
ORD_1409,CUST_0042,18904.00,INR,2026-02-11,PAID
ORD_1410,CUST_0084,37826.00,INR,2026-01-15,PAID
ORD_1411,CUST_0054,11720.00,INR,2026-03-01,PAID
ORD_1412,CUST_0064,12410.00,INR,2026-03-01,PAID
ORD_1413,CUST_0005,807.00,INR,2026-01-20,PAID
ORD_1414,CUST_0037,29976.00,INR,2026-02-11,PAID
ORD_1415,CUST_0018,33244.00,INR,2026-01-30,PAID
ORD_1416,CUST_0015,21871.00,INR,2026-01-11,PAID
ORD_1417,CUST_0092,12402.00,INR,2026-01-01,PAID
ORD_1418,CUST_0038,37410.00,INR,2026-02-13,PAID
ORD_1419,CUST_0079,42059.00,INR,2026-02-27,PAID
ORD_1420,CUST_0066,21691.00,INR,2026-01-06,PAID
ORD_1421,CUST_0024,9415.00,INR,2026-01-31,PAID
ORD_1422,CUST_0001,17290.00,INR,2026-01-25,PAID
ORD_1423,CUST_0058,49598.00,INR,2026-01-18,PAID
